,Age,MonthlyIncome,TotalWorkingYears,YearsAtCompany,DistanceFromHome,PercentSalaryHike,NumCompaniesWorked,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
3239,35,51630,16,1,5,18,2,0,4,1,0
3240,32,188440,10,10,4,19,1,7,1,4,0
3241,38,181720,6,1,10,12,6,1,4,3,0
3242,34,57440,7,0,20,19,3,0,2,1,0
3243,52,28890,34,34,21,11,1,16,3,1,0
3244,33,28710,10,10,1,17,1,8,4,4,1
3245,25,74840,6,6,8,15,1,4,3,4,0
3246,45,60740,9,8,2,14,0,1,2,3,0
3247,23,173280,2,2,23,17,1,2,1,3,0
3248,47,27740,8,5,4,13,4,3,2,3,1
3249,34,45050,6,6,12,12,1,4,4,4,0
3250,55,74280,24,5,7,12,5,4,4,1,1
3251,36,116310,10,10,7,18,1,9,1,1,0
3252,52,97380,5,4,1,18,0,2,4,4,0
3253,26,28350,5,2,2,11,3,0,1,4,0
3254,29,169590,11,8,10,14,4,1,2,3,0
3255,26,26130,6,4,15,19,6,2,4,1,1
3256,34,61460,10,4,14,12,2,3,2,4,0
3257,54,49630,9,5,18,15,9,4,4,1,0
3258,27,195370,5,4,13,12,0,1,3,4,0
3259,37,61720,6,5,2,11,0,3,4,1,0
3260,38,23680,17,15,2,11,6,12,1,1,0
3261,34,103120,6,6,2,12,1,3,3,1,0
3262,35,16750,3,3,5,16,1,2,1,4,0
3263,30,25230,7,2,20,13,3,2,4,3,0
3264,40,65670,8,8,10,13,1,7,3,2,0
3265,34,47390,6,3,10,24,5,2,3,1,0
3266,42,92080,24,24,9,15,1,9,2,4,0
3267,23,45590,1,0,2,18,1,0,3,1,1
3268,24,81890,1,1,1,14,1,0,3,2,0
3269,52,29420,9,5,29,11,8,4,4,3,0
3270,50,49410,30,4,8,11,5,3,3,3,0
3271,29,106500,1,1,2,13,1,0,2,1,1
3272,33,59020,14,13,3,12,0,7,3,3,0
3273,33,86390,6,3,23,16,5,2,1,1,1
3274,47,63470,26,26,6,14,1,0,3,4,0
3275,36,42000,10,9,6,22,0,5,3,2,0
3276,29,34520,10,10,10,11,1,7,3,3,0
3277,58,43170,40,31,24,17,7,8,4,2,1
3278,35,26320,7,2,10,13,3,2,4,3,0
3279,42,46680,8,4,15,18,9,2,4,4,0
3280,28,32040,5,2,19,16,6,1,3,3,1
3281,36,27200,8,5,2,14,4,4,3,2,0
3282,32,171810,14,14,3,14,1,8,3,3,0
3283,40,22380,10,1,9,14,6,0,1,3,0
3284,30,14830,12,0,7,13,5,0,3,4,0
3285,45,56050,1,1,10,12,1,0,2,3,0
3286,42,72950,10,9,20,15,1,8,2,2,0
3287,38,23060,13,4,4,19,2,2,1,1,0
3288,34,23480,6,5,7,14,1,3,3,4,0
3289,49,89980,9,9,7,14,1,7,3,4,1
3290,55,43190,12,9,16,11,4,3,3,4,1
3291,43,61320,22,4,25,13,6,0,2,1,0
3292,27,33460,9,9,2,21,1,8,3,4,0
3293,35,108550,17,8,1,13,3,6,3,3,0
3294,28,22310,8,8,1,12,1,5,2,2,0
3295,34,23230,4,3,2,17,0,2,3,4,0
3296,26,20240,8,8,22,23,1,7,3,3,1
3297,27,27130,0,0,1,11,1,0,4,4,0
3298,51,94390,29,20,16,15,2,17,1,3,0
3299,44,25660,10,5,24,11,9,3,4,2,0
3300,25,199260,6,4,17,11,7,1,1,1,0
3301,33,24510,9,9,8,13,1,8,1,1,0
3302,35,94190,6,6,6,24,1,1,3,1,0
3303,36,86860,18,18,10,13,1,11,2,4,0
3304,32,30380,8,5,3,20,2,3,2,4,0
3305,30,30580,10,5,4,14,9,3,2,4,0
3306,53,23250,35,5,6,18,7,4,1,4,0
3307,45,20880,18,5,1,15,4,2,4,1,0
3308,32,30720,9,5,10,12,5,3,3,3,0
3309,52,50060,31,9,1,16,3,0,3,4,0
3310,37,42570,9,1,24,15,4,0,4,3,0
3311,28,25000,6,5,21,16,1,4,2,4,0
3312,22,11020,4,2,2,19,6,2,4,4,0
3313,44,104530,10,3,22,11,2,2,1,4,0
3314,42,22880,8,2,13,16,5,2,2,4,0
3315,36,39290,6,5,14,24,0,3,1,1,0
3316,25,23110,5,5,11,11,1,3,3,1,0
3317,35,31400,17,17,9,13,1,15,4,3,0
3318,35,36900,10,10,8,13,1,8,4,2,1
3319,32,44500,4,3,21,13,0,2,4,4,0
3320,25,27560,5,5,5,12,1,3,3,1,0
3321,49,190330,7,4,9,18,2,2,3,1,0
3322,24,187220,6,5,2,22,0,4,1,4,0
3323,32,95470,10,10,12,13,1,3,2,2,0
3324,38,137340,3,2,22,13,0,2,2,2,0
3325,42,199990,17,5,18,23,2,3,3,4,0
3326,31,22790,8,6,16,12,3,2,4,4,0
3327,29,59160,5,3,3,12,6,2,2,3,1
3328,53,20890,28,2,9,16,5,2,1,4,0
3329,35,167920,16,13,1,12,3,8,4,2,0
3330,37,35640,10,5,13,11,5,0,3,4,0
3331,53,44250,33,12,1,22,6,8,4,4,0
3332,43,52650,12,5,1,11,4,2,4,4,0
3333,47,65530,8,7,15,15,0,7,3,4,0
3334,37,62610,10,10,1,12,1,9,1,2,0
3335,50,42980,31,31,17,20,1,7,1,1,0
3336,39,68040,13,5,1,14,8,4,4,4,0
3337,33,38150,7,4,7,11,3,3,4,2,0
3338,32,27410,1,1,9,15,1,1,1,4,1
3339,29,66730,8,4,5,12,6,3,1,4,0
3340,44,76390,8,8,26,14,1,1,2,1,0
3341,28,23280,4,4,24,11,1,2,1,4,0
3342,58,21530,3,1,9,11,9,0,4,4,1
3343,43,48760,4,1,7,16,4,0,1,2,0
3344,20,93960,2,2,11,12,1,2,3,3,1
3345,21,104000,1,1,1,13,1,0,4,4,1
3346,36,84740,17,16,26,14,0,11,3,4,0
3347,47,99810,3,3,2,21,1,2,4,4,0
3348,22,124900,4,3,15,13,0,2,2,3,1
3349,41,26570,10,7,23,11,4,0,2,4,1
3350,28,135910,6,2,10,20,5,2,3,3,0
3351,39,66960,8,2,10,11,7,2,4,1,1
3352,27,20580,1,1,1,14,1,0,2,3,0
3353,34,88650,1,1,12,11,1,0,2,2,0
3354,42,59400,10,5,11,16,7,3,3,3,0
3355,33,59140,6,3,2,16,3,2,3,1,0
3356,58,26220,24,6,2,23,2,4,3,2,0
3357,31,121850,13,7,1,14,3,2,2,3,0
3358,35,106090,10,10,2,22,1,7,4,4,0
3359,49,43450,29,26,25,15,4,7,1,2,0
3360,48,21770,13,0,1,18,4,0,4,3,0
3361,31,27930,9,9,1,16,1,0,4,3,0
3362,36,79180,8,6,2,12,2,1,2,4,0
3363,38,87890,15,15,6,11,1,11,4,1,0
3364,32,23890,5,3,18,12,6,2,3,2,0
3365,25,32120,1,1,1,15,1,0,3,2,1
3366,40,192320,11,1,1,14,2,0,1,2,0
3367,26,22670,7,7,11,19,1,7,3,1,0
3368,41,195170,20,18,1,13,2,17,4,1,0
3369,36,24360,16,11,9,13,4,9,3,3,0
3370,19,160640,1,1,15,15,1,0,4,2,1
3371,20,27070,1,1,29,11,1,0,1,1,1
3372,31,190680,10,9,1,12,0,5,4,4,0
3373,40,39310,3,1,1,19,8,0,4,2,0
3374,32,37300,8,8,24,25,1,3,3,1,0
3375,36,22320,16,16,10,12,1,7,3,4,1
3376,33,44650,6,5,1,13,0,4,2,4,0
3377,37,30720,17,14,10,14,5,7,1,3,1
3378,45,33190,9,9,8,12,1,8,3,2,0
3379,29,192020,3,3,29,12,1,2,3,4,0
3380,35,136750,5,5,1,15,1,0,3,3,0
3381,52,29110,26,9,5,17,2,8,4,4,0
3382,58,59570,7,1,9,14,4,0,4,3,1
3383,53,39200,22,17,9,16,6,2,3,3,0
3384,30,64340,10,8,3,14,5,7,3,3,0
3385,38,100480,6,5,4,23,1,3,3,4,0
3386,35,109380,12,10,1,14,6,8,4,4,0
3387,39,23400,9,8,1,11,0,7,3,3,0
3388,40,65450,22,1,2,15,4,0,2,2,1
3389,47,69310,20,19,7,11,1,7,3,3,0
3390,36,48980,12,7,28,13,4,7,1,4,0
3391,31,25930,4,3,28,21,0,2,3,1,1
3392,33,194360,10,10,15,19,1,0,4,3,0
3393,29,27230,3,0,3,11,6,0,4,1,1
3394,33,34790,5,3,2,12,3,2,2,4,0
3395,45,27940,8,5,26,19,3,2,4,4,0
3396,50,52490,32,5,10,21,9,3,4,4,0
3397,33,21760,6,6,1,14,1,2,3,2,0
3398,41,168720,21,18,11,15,2,11,1,3,0
3399,27,34850,4,2,20,17,9,2,3,2,0
3400,45,66440,9,9,2,12,1,8,4,1,0
3401,47,55820,9,9,18,16,1,7,4,4,0
3402,30,40000,7,5,2,12,4,1,1,3,1
3403,50,134960,22,12,1,18,3,5,4,3,0
3404,38,32100,3,2,13,17,0,2,3,3,0
3405,46,190450,13,8,28,11,6,7,4,3,0
3406,24,118490,5,4,28,16,1,2,4,3,0
3407,35,20700,5,4,24,13,1,2,3,2,1
3408,31,65020,4,4,5,12,1,3,3,1,0
3409,18,32300,0,0,5,12,1,0,2,4,0
3410,54,136030,22,10,23,13,8,8,3,3,0
3411,35,119960,16,16,6,19,1,1,3,3,0
3412,30,56050,9,8,4,12,0,7,2,1,0
3413,20,63970,1,1,2,17,1,0,4,1,1
3414,30,191440,4,3,8,11,0,2,2,2,1
3415,26,175840,8,8,1,20,1,3,4,4,0
3416,22,49070,4,4,8,21,1,1,2,1,0
3417,48,45540,19,2,2,11,2,2,1,3,0
3418,48,54150,27,15,3,11,7,8,3,3,0
3419,41,47410,8,2,2,16,6,1,4,3,0
3420,39,21150,21,21,2,18,1,8,4,4,0
3421,27,31610,4,3,3,13,0,2,1,4,0
3422,35,57450,3,3,24,17,1,2,2,4,0
3423,42,23730,21,1,23,14,6,0,4,3,0
3424,50,33100,8,1,27,22,4,0,1,4,0
3425,59,186650,30,5,16,12,3,3,3,4,0
3426,37,44850,15,1,15,11,5,0,1,2,1
3427,55,27890,17,8,26,13,3,7,3,2,0
3428,41,58280,21,21,19,13,1,10,2,3,0
3429,38,23260,19,1,24,14,8,0,2,4,0
3430,26,135250,7,2,21,17,8,2,2,1,1
3431,52,14200,33,32,5,13,1,9,1,4,1
3432,44,80200,23,12,16,11,3,11,4,4,0
3433,50,36880,19,18,2,11,0,13,4,3,0
3434,36,54820,18,17,2,18,1,14,3,1,1
3435,39,160150,21,21,11,11,1,8,4,1,0
3436,33,12000,3,2,9,11,0,2,2,4,0
3437,45,56610,26,9,7,12,3,1,4,4,0
3438,32,69290,10,8,15,20,9,7,4,3,0
3439,34,96130,16,15,6,12,0,9,2,4,0
3440,59,56740,14,6,5,12,3,4,2,4,0
3441,45,54840,6,6,16,20,1,4,2,2,0
3442,53,120610,30,15,8,20,2,12,3,2,0
3443,36,56600,9,1,7,12,7,0,1,3,1
3444,26,48210,6,3,2,14,6,2,1,1,1
3445,34,64100,1,1,2,13,1,0,3,3,0
3446,28,52100,1,1,10,15,1,0,4,2,0
3447,38,26950,8,2,9,14,3,2,3,3,0
3448,50,118780,29,8,5,13,2,7,2,3,0
3449,37,170680,8,4,1,23,3,1,4,2,0
3450,40,24550,8,7,2,15,1,5,3,1,0
3451,26,139640,5,5,3,11,1,3,1,3,0
3452,46,49410,23,2,2,13,9,2,4,4,0
3453,54,24780,13,9,5,11,6,0,3,3,0
3454,56,52280,18,5,1,11,2,3,1,3,0
3455,36,44780,15,14,4,18,0,8,4,4,0
3456,55,75470,31,9,2,16,7,2,3,1,0
3457,43,50550,18,1,25,22,5,0,3,4,0
3458,20,34640,2,2,8,20,1,2,4,4,1
3459,21,57750,1,1,1,18,1,0,3,1,1
3460,46,89430,19,16,12,12,8,7,4,1,0
3461,51,192720,18,10,23,20,9,7,1,3,1
3462,28,52380,10,10,19,17,1,9,2,1,1
3463,26,46820,6,5,5,11,1,3,1,1,0
3464,30,183000,7,6,8,14,0,2,3,1,0
3465,41,52570,10,10,1,14,1,8,2,3,0
3466,38,63490,20,19,5,11,0,9,3,3,0
3467,40,48690,14,11,1,12,4,1,1,4,0
3468,27,99850,3,3,11,14,1,2,1,3,0
3469,55,36970,23,3,23,13,3,2,4,2,0
3470,28,74570,10,8,1,11,3,7,3,3,0
3471,44,21190,24,20,18,15,9,6,2,1,1
3472,33,39830,9,3,23,12,4,2,4,4,0
3473,35,61180,9,8,7,21,0,7,4,1,1
3474,33,62140,14,13,1,19,1,8,1,3,1
3475,28,63470,4,4,1,15,1,2,1,3,0
3476,34,115100,7,6,29,14,0,4,1,4,0
3477,37,71430,8,1,7,21,2,0,4,4,0
3478,25,82680,7,7,25,12,1,6,4,4,1
3479,26,80950,1,1,8,15,1,0,1,3,1
3480,33,29040,5,2,8,13,4,2,1,2,1
3481,42,60320,23,22,11,14,0,7,4,1,0
3482,28,29760,1,1,7,14,1,0,1,2,1
3483,50,159920,5,0,1,14,3,0,4,3,1
3484,33,46490,4,3,9,12,0,2,4,2,0
3485,34,26960,6,0,1,23,3,0,3,4,0
3486,48,23700,27,5,2,11,2,1,1,4,0
3487,45,125040,15,15,1,12,1,12,2,3,0
3488,52,59740,18,8,1,18,7,0,2,2,0
3489,38,47360,9,8,6,11,0,7,3,3,0
3490,29,52960,11,7,8,14,4,7,3,4,0
3491,28,67810,10,9,1,15,0,7,4,2,0
3492,46,21740,23,12,6,11,3,9,1,3,0
3493,38,66530,10,1,7,20,7,0,4,2,0
3494,43,96990,18,8,5,19,8,1,3,1,0
3495,39,67550,21,18,1,14,7,5,1,4,1
3496,40,22130,21,20,1,17,1,9,3,3,0
3497,21,26100,2,2,1,11,1,2,4,2,0
3498,39,28510,9,5,6,15,9,3,3,2,0
3499,36,34520,18,11,1,13,2,9,1,4,0
3500,31,52580,3,2,7,14,0,2,3,4,0
3501,28,93550,6,5,2,11,0,4,1,2,0
3502,35,104960,5,5,9,13,1,2,4,4,0
3503,49,63800,22,9,2,23,6,3,4,2,0
3504,34,26570,5,3,9,13,2,2,4,3,0
3505,29,27160,8,7,1,18,0,1,4,2,0
3506,42,22010,16,1,21,12,4,0,2,4,0
3507,29,65400,10,10,4,22,1,2,2,4,0
3508,38,38160,7,7,1,13,1,0,3,3,0
3509,28,52530,3,3,6,15,1,2,3,3,0
3510,18,109650,0,0,2,18,1,0,3,3,1
3511,33,49360,6,5,3,14,0,3,1,1,1
3512,41,25430,6,1,4,12,3,0,2,4,0
3513,31,53040,2,2,10,17,1,2,3,3,1
3514,37,166590,9,6,23,16,7,3,3,4,0
3515,27,42600,4,4,6,11,1,2,4,3,0
3516,34,24760,6,6,1,19,1,3,2,3,0
3517,35,31020,6,5,6,13,1,4,3,3,0
3518,29,22440,11,11,6,12,1,10,4,1,1
3519,40,75960,20,18,2,11,9,13,2,3,0
3520,42,22850,22,21,2,16,0,14,3,1,1
3521,42,30340,9,6,1,21,7,5,2,1,0
3522,35,57150,10,8,5,24,6,7,4,3,0
3523,24,25760,6,4,7,17,8,2,4,2,0
3524,28,41970,1,1,15,13,1,0,3,4,1
3525,26,143360,8,8,1,21,1,7,1,4,0
3526,30,34480,10,10,7,11,1,4,3,4,0
3527,40,194060,16,1,26,20,3,0,3,4,0
3528,35,65380,15,7,18,16,2,4,3,2,0
3529,34,43060,14,13,6,11,0,9,4,1,0
3530,35,22580,2,2,3,11,1,2,4,4,0
3531,43,45220,7,4,5,15,8,3,1,3,1
3532,32,44870,1,1,11,11,1,0,3,1,0
3533,56,44490,28,5,3,15,2,2,4,1,0
3534,29,22180,10,10,26,24,1,8,3,4,0
3535,19,191970,1,1,23,12,1,0,3,1,0
3536,45,132120,7,3,22,13,4,2,1,3,0
3537,37,65770,14,14,14,13,1,11,4,4,0
3538,20,83920,2,2,6,17,1,2,1,3,0
3539,44,45580,6,6,6,13,1,2,3,3,1
3540,53,40310,26,7,6,12,3,7,4,3,0
3541,29,79690,6,5,23,14,0,3,2,4,0
3542,22,26540,1,0,22,24,0,0,3,4,1
3543,46,165550,28,26,2,14,8,9,3,1,0
3544,44,45560,6,0,20,13,2,0,4,3,0
3545,33,60910,5,5,28,15,1,4,2,3,0
3546,41,195660,5,1,12,16,6,0,1,1,1
3547,30,48100,8,4,20,18,8,3,3,1,0
3548,40,45230,5,0,9,16,5,0,2,2,0
3549,50,32020,32,2,25,24,2,2,4,1,0
3550,28,23510,6,6,6,16,1,3,4,1,0
3551,46,17020,25,4,8,21,5,3,4,2,0
3552,35,180410,15,7,4,20,3,7,3,1,0
3553,24,28860,1,1,28,19,1,0,4,2,1
3554,33,20970,10,10,9,14,1,1,2,3,0
3555,36,119350,7,7,9,11,1,7,3,3,0
3556,30,25460,10,10,29,14,1,9,3,3,0
3557,44,25640,20,20,3,12,1,17,4,4,0
3558,20,84120,2,2,18,13,1,2,3,4,0
3559,46,141180,12,6,9,22,2,4,4,4,0
3560,42,170460,10,4,5,11,7,3,4,1,0
3561,60,25640,12,11,2,14,0,9,2,4,0
3562,32,102660,2,2,10,11,1,2,3,2,0
3563,32,50700,10,8,9,12,4,7,4,3,0
3564,36,178610,17,7,3,18,2,7,3,1,0
3565,33,42300,15,14,26,12,0,10,1,4,0
3566,40,37800,7,5,1,12,7,3,2,2,0
3567,25,27680,5,4,6,22,0,1,3,4,0
3568,30,90710,12,11,9,19,0,7,4,2,0
3569,42,106480,20,1,8,13,3,0,1,1,0
3570,35,136100,16,13,1,22,4,12,3,4,0
3571,27,34080,9,9,7,24,1,8,1,1,0
3572,54,29830,33,5,9,14,7,4,4,3,0
3573,44,76320,10,10,4,21,1,7,1,4,0
3574,19,98240,1,1,2,18,1,0,1,2,1
3575,29,99500,3,3,19,20,1,2,1,4,0
3576,54,20930,36,10,9,19,3,9,4,4,0
3577,31,99800,6,6,21,12,1,1,3,1,0
3578,31,38940,10,10,24,12,1,8,3,1,0
3579,59,40510,13,6,3,16,5,5,3,4,0
3580,43,168350,25,8,11,17,3,7,3,4,0
3581,49,62300,23,1,14,14,2,0,1,3,0
3582,36,47170,12,11,5,19,1,7,3,2,0
3583,48,132370,7,1,1,13,5,0,4,2,0
3584,27,37550,5,5,6,19,1,3,1,3,0
3585,29,65820,6,6,17,19,1,0,3,4,0
3586,48,74060,25,1,1,14,6,0,4,4,0
3587,29,48050,9,7,3,16,3,7,4,4,0
3588,34,27410,2,1,9,15,0,0,3,3,0
3589,44,42620,26,22,4,18,7,10,2,2,0
3590,33,161840,10,9,8,13,0,8,4,3,0
3591,19,115570,1,1,2,22,1,1,2,4,0
3592,23,18780,1,1,2,13,1,1,4,3,0
3593,25,109320,1,1,1,11,1,0,3,4,1
3594,26,68110,8,8,9,11,1,2,3,4,0
3595,45,43060,26,24,12,11,2,11,1,2,1
3596,55,48590,34,33,27,24,1,0,4,2,0
3597,21,53370,2,2,20,14,1,2,1,3,1
3598,46,23400,26,11,1,13,2,8,4,2,0
3599,34,74910,4,3,13,14,0,2,3,1,0
3600,51,105270,31,29,14,14,4,10,4,2,0
3601,59,165950,25,9,4,21,6,4,4,4,0
3602,34,88340,15,11,14,13,4,10,3,2,0
3603,28,55770,5,4,2,19,0,2,4,3,0
3604,44,47070,26,25,3,17,1,13,3,1,0
3605,34,24000,14,10,1,18,4,8,3,2,0
3606,35,98240,4,3,9,19,0,2,3,3,0
3607,42,64470,18,1,23,13,6,0,2,2,0
3608,43,195020,23,21,7,18,3,17,4,4,0
3609,36,27250,18,16,2,21,9,12,3,2,0
3610,44,62720,10,10,21,19,1,5,1,4,1
3611,28,21270,2,2,2,14,1,2,4,4,0
3612,51,182000,8,7,21,17,0,7,2,3,0
3613,30,20960,10,8,2,11,7,7,3,3,0
3614,29,28860,10,7,29,13,3,7,2,3,1
3615,28,20330,5,3,1,15,2,2,4,1,0
3616,25,36220,2,2,18,25,1,1,4,2,0
3617,32,42330,10,10,10,11,1,8,3,4,0
3618,45,36810,22,0,19,17,3,0,2,2,0
3619,39,54600,21,19,29,13,6,2,3,2,0
3620,58,21870,2,2,27,18,1,2,1,3,0
3621,32,96020,10,10,5,13,1,1,4,3,1
3622,39,28360,6,5,18,20,0,3,3,1,1
3623,30,40890,10,9,9,18,0,7,1,4,0
3624,36,166270,10,7,1,12,3,7,4,3,0
3625,46,26190,10,7,4,12,6,7,4,1,0
3626,28,56790,10,9,1,13,0,5,3,4,0
3627,50,154020,25,3,20,21,4,2,4,1,0
3628,40,59850,9,5,8,13,2,0,4,2,1
3629,52,25790,10,8,3,19,9,7,2,2,1
3630,30,30410,9,9,6,11,1,8,2,1,0
3631,39,34470,9,8,26,14,0,7,1,3,0
3632,31,195130,10,10,1,12,1,6,4,3,0
3633,41,27730,19,19,6,11,1,9,3,2,0
3634,31,71040,3,3,3,14,1,2,4,2,1
3635,44,63220,10,3,5,11,4,2,1,1,1
3636,42,20830,21,20,4,12,0,10,3,3,0
3637,55,83810,23,19,11,15,4,11,4,3,0
3638,56,26910,36,7,3,16,6,7,4,2,0
3639,40,42860,6,4,1,15,9,0,3,3,0
3640,34,26590,10,9,3,24,0,6,4,4,0
3641,40,94340,9,9,4,13,1,8,3,4,0
3642,41,55610,10,9,1,11,0,7,3,1,0
3643,35,66460,9,9,1,13,1,1,3,3,0
3644,51,77250,33,33,18,13,1,10,3,2,0
3645,38,107250,11,7,2,18,3,7,2,1,0
3646,34,88470,10,10,4,16,1,6,3,1,0
3647,25,20450,7,3,6,19,3,2,4,4,0
3648,58,10090,31,10,1,13,7,9,3,1,1
3649,40,33480,7,4,14,22,3,3,2,2,0
3650,36,12810,17,15,16,11,2,13,1,1,0
3651,48,28190,11,10,2,20,1,8,4,4,0
3652,27,48510,5,1,2,18,8,0,3,4,0
3653,51,40280,29,5,4,14,3,3,4,2,0
3654,18,27200,0,0,1,22,1,0,4,4,0
3655,35,81200,10,9,1,13,0,0,4,4,0
3656,27,46470,8,6,26,17,3,0,4,4,0
3657,55,46800,24,19,19,14,6,8,1,3,1
3658,56,32210,33,19,24,15,4,9,4,2,0
3659,34,86210,5,5,1,17,1,0,1,3,0
3660,40,45770,15,12,3,11,5,8,2,3,0
3661,34,45530,10,8,5,18,4,7,2,3,0
3662,31,53960,3,1,2,17,7,0,3,4,1
3663,35,67960,5,4,1,13,0,2,4,3,1
3664,38,76250,4,4,7,15,1,3,4,3,0
3665,34,74120,14,14,10,24,1,11,3,4,0
3666,28,111590,5,5,2,12,1,4,3,1,0
3667,31,49600,10,10,15,15,1,7,4,3,1
3668,39,104750,8,5,17,11,3,4,1,4,0
3669,51,148140,14,4,20,11,2,2,2,2,0
3670,41,191410,12,6,1,12,3,3,4,4,0
3671,37,54050,8,6,2,15,7,3,3,3,0
3672,33,87930,8,5,2,17,6,2,2,4,0
3673,32,191890,4,3,1,12,0,2,3,2,0
3674,39,38750,13,6,29,15,3,5,3,3,0
3675,25,22160,6,3,7,13,2,2,1,3,0
3676,52,117130,24,5,2,14,2,2,4,3,0
3677,43,78610,20,20,2,14,1,8,1,3,0
3678,27,37080,6,6,2,16,1,4,4,4,0
3679,27,137700,8,8,2,18,1,7,4,3,1
3680,26,53040,5,4,2,20,0,1,1,4,0
3681,42,26420,21,20,23,13,0,9,3,1,0
3682,52,27590,12,5,5,18,9,4,3,1,0
3683,37,68040,8,3,20,13,4,2,1,3,0
3684,35,61420,10,2,6,15,2,2,3,4,0
3685,25,25000,7,3,1,14,4,2,1,4,0
3686,26,63890,8,7,29,22,0,7,3,1,0
3687,29,111030,10,10,9,12,1,9,2,1,0
3688,49,23420,20,4,6,18,3,3,1,1,1
3689,29,68110,9,8,3,15,0,7,3,4,1
3690,54,22970,29,20,1,18,6,7,4,4,0
3691,58,24500,32,9,22,12,3,5,4,1,0
3692,55,50930,31,7,7,16,2,0,2,4,0
3693,36,53090,15,5,1,13,3,1,1,2,0
3694,31,30570,1,1,4,19,1,0,2,3,1
3695,30,51210,8,3,3,13,7,2,4,1,0
3696,31,168560,9,3,1,12,3,0,1,2,0
3697,34,26860,10,4,2,11,5,3,4,1,0
3698,31,61800,1,1,20,14,1,0,1,2,1
3699,27,66320,6,5,11,16,0,4,2,1,0
3700,36,35050,10,10,1,12,1,8,1,4,0
3701,36,63970,11,3,24,14,4,2,3,1,0
3702,47,62740,17,6,23,14,7,2,1,4,0
3703,25,198590,6,3,16,19,3,2,1,1,1
3704,37,75870,7,6,8,22,0,3,3,3,0
3705,56,42580,5,3,10,16,2,0,1,1,0
3706,47,43640,26,20,3,11,3,6,1,3,0
3707,24,43350,5,5,5,15,1,3,4,3,0
3708,32,53260,7,4,4,14,4,3,4,4,0
3709,34,32800,7,5,9,13,5,2,4,2,0
3710,41,54850,7,4,26,17,2,3,2,3,0
3711,40,43420,11,8,3,11,3,7,3,3,0
3712,31,27820,13,13,16,19,1,9,1,4,0
3713,46,59800,28,7,18,11,4,3,1,4,1
3714,39,43810,11,1,2,15,2,0,1,1,1
3715,31,25720,10,10,2,13,1,7,3,2,1
3716,45,38330,24,7,10,14,2,7,2,1,0
3717,31,42440,8,3,16,13,9,2,4,2,0
3718,31,65000,7,2,7,23,6,2,2,4,1
3719,45,184300,10,3,1,12,4,2,2,4,0
3720,48,16010,15,2,24,12,4,2,3,1,0
3721,34,26940,2,2,7,16,1,2,1,3,1
3722,40,31490,16,9,25,15,2,8,4,2,0
3723,28,176390,6,5,1,13,0,3,4,1,0
3724,44,23190,7,5,5,18,3,3,3,3,0
3725,53,116910,35,9,2,20,4,8,4,2,0
3726,49,53240,20,3,7,19,2,2,1,3,0
3727,40,167520,8,3,2,18,2,2,3,3,0
3728,44,52280,6,5,5,13,1,3,4,2,0
3729,33,27000,5,4,10,14,0,3,4,1,0
3730,34,192460,15,13,10,15,3,12,4,1,0
3731,30,25060,4,2,1,22,8,2,4,3,0
3732,42,60620,12,12,8,22,1,8,1,4,0
3733,44,43820,11,1,5,16,7,0,1,3,0
3734,30,21430,1,1,8,17,1,0,3,3,0
3735,57,61620,13,12,2,14,0,8,2,3,0
3736,49,50940,29,8,7,15,3,7,3,2,0
3737,34,68770,16,14,2,20,7,9,2,1,0
3738,28,22740,5,3,2,20,3,2,1,3,1
3739,29,44340,7,5,28,17,5,0,1,2,1
3740,34,62880,16,15,7,15,0,10,1,2,1
3741,35,25530,1,1,7,14,1,0,4,3,0
3742,24,76540,4,0,3,17,2,0,2,1,1
3743,24,51600,1,1,10,17,1,0,4,2,0
3744,44,171590,16,2,5,22,5,2,2,3,0
3745,29,128080,10,10,10,13,1,4,3,3,0
3746,30,102210,6,5,1,19,0,3,3,3,0
3747,55,47790,4,3,20,14,0,2,4,3,0
3748,33,37370,8,5,7,22,8,2,1,2,0
3749,47,23660,11,5,8,17,3,2,3,3,0
3750,28,17060,8,0,1,12,7,0,3,1,1
3751,28,163070,1,1,8,16,1,0,1,3,0
3752,28,59330,5,4,9,11,0,3,3,1,0
3753,49,34240,10,3,5,11,4,2,3,1,0
3754,29,40370,4,3,8,14,0,2,4,2,0
3755,28,25590,8,8,5,11,1,7,3,2,0
3756,33,62010,14,0,15,15,2,0,4,3,0
3757,32,44030,10,5,7,20,2,0,3,4,0
3758,54,37610,26,14,10,12,3,12,2,4,0
3759,29,109340,11,9,5,17,6,7,1,1,1
3760,44,107610,24,20,26,11,3,17,4,1,0
3761,39,51750,9,2,6,17,4,2,2,2,0
3762,46,138260,23,13,4,11,8,1,3,2,0
3763,35,63340,11,11,23,14,1,3,4,2,0
3764,23,49360,5,4,2,19,0,2,1,3,0
3765,40,47750,15,5,2,15,3,0,4,1,1
3766,34,28180,10,10,2,13,1,6,4,3,0
3767,31,25150,7,7,29,14,1,7,4,3,1
3768,50,23420,32,32,6,12,1,9,3,4,0
3769,34,41940,12,11,25,17,0,7,2,3,0
3770,42,106850,4,1,1,11,4,0,3,2,0
3771,37,20220,10,10,2,12,1,7,1,4,0
3772,29,23140,9,7,1,13,3,7,3,1,0
